col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,target
1.7495488287840217,1.379060343235331,1.466217574022167,-0.04086813929777262,-1.2893264312323773,2.4822702544824122,0.06295293521602019,1.2287080639742345,-0.550274831024222,-2.562373592690549,1.4701027903862587,0.44952666552452636,0.3297881440413737,0.1827964109223541,-1.637142420527659,124.30690548766593
-2.183235481953956,1.0229126820255576,0.35033822407253107,0.31019454405094826,0.3034550841895363,-2.0601621540314854,-0.9851659884079055,-0.45172711044619557,-0.7487427711363346,0.9822956397747691,1.1431620384844958,1.3038321156395303,-1.2101720718583806,-0.9689069508628022,0.04907845881194678,299.00960346004314
1.4393357712113763,0.1646876198197184,-0.2484232079710333,-1.7837248880945553,-1.61973469381174,-1.8356986904271027,0.37933916628423964,-1.3622494798674596,1.255577365919383,-1.6838310353664998,-0.5979990928398744,-0.03588168425732005,0.3359430022382125,0.07577098045898989,-0.5171270430541244,244.38940844990367
-0.13891181270510022,0.848406448962838,0.5541614850821731,-0.7486823085286762,0.13669920332721244,1.4904416141005241,-0.8313656987973053,0.1451667803970126,-0.19316067693862857,-0.7325986603014578,0.8649368834765309,0.6931173390648704,-1.0506544081290206,0.07123552289693946,0.03181761886418509,195.7272634143692
-0.6325560363472975,1.8722346756364532,-0.04767768161387231,1.7684253285138456,-1.398391910690002,0.5181848827845018,2.071082599216615,0.029750744658861888,-0.2640044922677962,-1.4508305260673053,2.048306967674177,1.8931924413103585,2.1209429359099063,1.6974030918728988,-1.3770644521868196,264.67497118871796
-2.367921218861199,-0.38556720197524963,1.1671373676115624,-0.17097128903293554,-0.8291436361661667,-0.656843222137597,-3.028022563068214,-1.0118019704119208,1.0572413725125822,-1.4372135199081497,1.0822657735808003,0.04005162214395053,-2.608369529862348,-4.664517476225057,-1.135937066824956,248.62119417863607
-0.005489260274919299,-2.4794225665636755,-0.19601003860056074,1.0912541779299818,0.8968364798558827,-0.08648712101008141,1.6991394429299576,-0.384005284344807,-0.7161398240198995,0.8025037080213956,-2.7003150167428327,-3.456599179217277,1.3450548315693907,0.644249016648687,0.14273840394149429,162.31936140496487
0.2570751986749299,0.5198037535556334,-1.41453231794403,-0.5039951083635509,0.24328546530539388,-0.8996799100976025,0.43390415305960467,-0.30742829091656576,-0.7234202716692567,0.5078147486745919,0.31861393873677657,0.7449506392926892,1.248252480424982,0.649021178485351,-0.6322634013210292,273.87153973263554
-0.2970745132500433,-1.2642341879976393,1.1630552371530958,1.552472042655303,-0.41057308157409034,-0.6490793125443132,1.0545944376485756,1.216148940980018,-1.1144114018925153,0.021125489589536472,-1.1024298957347856,0.17538270456176552,-0.006754578426842794,1.5701356698283573,-1.3488678329188768,151.73601667296538
0.056143340244167284,-0.9810871581162783,-0.4136052427444181,-0.2621042227446291,-0.7258582206871392,-1.215502858845695,-1.4135173236526528,-2.339748115707397,-1.0563464635034578,-1.1502115838285396,-1.3136008863533992,-1.408114922732016,-1.8891804372149241,-1.3658296112514385,0.2416544753251919,238.2534502148786
