col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,target
0.4240290415901942,0.29521884824303213,-0.02409677124936739,-0.43583598377804034,-0.002698580553657033,0.4728954699562062,-0.8611353360089155,1.4371315949506034,0.6871503594946492,-2.4054604450879773,-0.22415401625014963,0.6522555836270179,234.74180605950394
0.3732649344074224,-0.49526910277498626,0.45053966073986773,-1.6998908215680726,-0.29339584057582463,0.1569190640550196,0.16931038136907353,0.6990296418544293,-0.24446949772633003,0.44764188060254945,-0.06946010647580811,-0.8531219115987574,234.56116663378555
-0.6661269743496928,1.1420111027447535,1.0685435852822518,-0.4459409509452489,0.029667808261014925,-0.4737089765679515,0.5457219952569772,-0.19447131132890075,-0.4174806637727649,0.046179163240046645,-1.5822157635258771,-0.6009399240407031,219.87153652920136
-1.3585639617024419,1.9358967602362958,-1.479647048873489,-2.264622044358739,-1.4463833329934233,-0.13787276380119917,-1.3377708531486054,-0.5626075878719655,-2.0334351327657414,1.0874694536025424,0.4198717735446376,1.6487080226203688,243.8780379688346
-0.6026348299386012,0.31273778511064515,-0.08354983274371545,0.9829161682165104,0.448873514470963,0.21976256918774806,-1.4938169152305143,-0.45312605476768286,-0.976578584609009,-0.4471799388671159,-0.8258921735665155,-0.24368745919176588,223.86884560121868
-0.34484226937415496,-0.8055314152403203,-0.3081362600330064,-0.31355153494120597,1.4390521738784938,1.0551443746384164,-0.6038724672799645,-0.34450082345960675,-1.8593046421095916,0.6318262439711718,-0.051623285568331026,-0.12329978204454073,251.34708724404973
0.6850489636505139,2.138174470485208,-1.629636090484295,-0.8424820425687267,-0.23689755911329374,-0.41708822714195104,-0.3327566983298747,-1.304232265593243,1.4039560535500122,-1.4226085984766192,-0.20021280962249907,0.541545623114347,231.5284435511921
2.0343416973151407,-1.0453083755715082,-0.00478517552240596,-0.35629081067022056,-1.3342001634975211,0.8881708890718535,0.49895354199251263,0.2439779224423475,-0.6273773120428339,0.5633818806598979,-0.2611131885877186,1.9186683386030987,274.56895323386664
-2.291023320925628,1.220460579212149,0.2993019467457307,-0.20104031631997182,-0.14106892207552305,0.30655941476426557,0.6347938455624785,-0.7777788625888029,0.19292331629778353,0.5263353462921759,-0.501300764369535,0.1388804612258167,230.65730481846944
0.7406427098430741,-0.7531243937909587,0.8724985021430535,1.1083475778800387,-0.6193173246231977,0.5903110945552991,-0.6611567286136416,-1.845878874626824,0.1233094044424584,-0.4708738797157607,-0.44008901058713173,0.9762355689876764,240.715245914147
0.4533010330879061,1.5891194202104135,0.29473338595829063,-2.4784824282721556,1.9506670181733474,-0.8406933632494217,0.1621032699428015,0.10182821325178884,0.2408987161575721,0.048058806946454445,0.06567631977058735,-2.5431937524921393,236.59374519649026
-0.8735718623456276,-0.6036746212889033,-0.2723541895404482,-0.7775191656325109,0.1534790386355244,-1.5304055595394566,0.992842829462779,-1.0628365223566891,-0.1568103735989479,-0.4248191802476149,1.028818245888198,-3.0723653070583836,245.79353443071554
