col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,target
-0.04558608984572977,1.895412476850383,-0.9260355612559141,0.8913178248310469,1.0482934138726248,0.7217499068821187,1.996457353506262,0.9552071047926805,1.804654920289095,-0.7271659391036361,0.8680087284945986,0.5093505632650788,1.7281859862995075,0.7023442137497131,1.082586057106045,1.9823141659755446,0.6607744287854516,0.4162082150079605,-1.8323283668396222,2.3393033455689523,0.8042685669240099,-0.977420466402376,0.7224520465652211,2.30884232615922,1.8643374383450928,151.13699469259763
-1.135796086889898,0.20416786745252327,0.6995098064587445,-1.7822740774072416,0.6849380057020193,-1.6740624632615668,-0.11759448385153255,-1.1633911040952263,1.4312465792900149,0.10141883263009699,-2.1515014014006772,-2.0019908719622026,1.6609360684214396,-1.479535645920004,-1.9461394026888117,1.4936322074066903,-0.8499632111137321,-1.5749575214805525,0.5926024569715372,-0.557672062163292,-1.616292197016014,0.20930874202228567,-1.7234365859879999,0.4237613021186785,-0.11740915751113382,212.64048989216096
1.6532088234175069,-1.0890708737698251,0.790120439288332,-1.0764737527744503,-1.27060848946283,-1.2115912485345524,0.6050139392516197,0.1298931221120807,-0.31468929728369127,0.6905230580862749,-0.7418993596537864,-0.9370855780761931,0.3033450232573502,0.06057877056880051,-0.042424035154760065,-0.8948974462198385,0.37270232873872955,-1.2760081869507724,0.8838739451097483,-1.243772252235471,-0.97603851478869,0.8776915075590891,-1.7770562329255823,-1.3988192536741437,0.5755716859895741,190.3392092927566
-1.0340745976463839,0.20176941933177958,0.219310314122081,-0.2304373527647899,-0.16668852488121655,-0.3539497432921963,1.8727084868833057,-0.41618425343394433,0.3409371435992682,0.32713136793423114,-0.2032941564602827,-0.33766988679377913,-0.4516805719262904,0.0032767832487764492,0.00031393336606272415,0.6270795055826305,-0.3415030164119212,-0.38929582070380847,-0.15021247655646106,0.537196642843393,0.25360713704018956,0.6648970963424717,-0.13553057417728837,0.2327801688811268,1.7403913340286175,200.19581440989978
0.34102544618931246,-0.2677552381327063,0.9033098986945629,0.14391010276309918,-1.1478763094459161,-2.4232797756277664,1.826058723574004,-0.22284962447729093,-0.6129292953685761,1.1941937805901857,-0.02863937311937187,-2.8383697711645266,-0.9261949568051795,0.5054796566425852,-0.7685256828668598,-0.41197917786418636,0.04639109593008492,-2.3094578485589987,0.5096151243512226,-0.4787091383160432,0.34249758150281984,0.9576456690740003,-2.9463908633725007,-0.7144165601200215,1.8538025824366202,163.64159875322957
-0.8195706078438288,-0.9440023714105571,-0.11859673965984306,-0.24504550122291766,-0.2258389747187376,-0.7072296227425925,0.33003993444133517,-0.9424797036718312,-0.12217484961797923,0.08819383797437354,0.22738391558530915,-0.7634269642586864,0.20070764480779615,-0.9616874519951853,-0.7282830035059915,-0.10806599568740549,-0.9012738871953705,-1.1154159827906933,-0.30632087022710824,-1.015212331792806,-0.39363581517856727,0.29102986348800464,-0.8249994032437127,-0.6324790822268394,0.06670195330348594,187.2960585435522
-1.106966299700577,-1.7029689207854803,-0.8678163162380933,0.38724192667803975,1.2835910144651879,-0.6605185081816152,1.8148375202904201,0.02719735427631316,-0.1155295471981899,-0.6638167917399302,0.060919469551116934,-0.8338592281140131,-0.16235710443430462,-0.9297571737869011,0.24256487803308413,-0.3040361232339069,-0.8659342421646439,-0.2812171590804455,-0.47713831423603864,-1.591974039198261,0.4232732278231057,-0.9574352633859229,-0.2790440493832747,-1.3284724766302864,2.15116595193576,169.8944856187524
-0.7532511774603469,-0.14127042222628466,1.5709685023801379,-0.2403760034732433,-0.22837527874744531,-0.40543780880892494,0.6960659570076994,-0.5253983534944816,0.872286601252049,1.7946240438824206,-0.3736635270354411,-0.6294060838079862,0.9582690564215695,-0.2556019717528841,-0.306223767123853,1.0510804478369062,-0.8349374285473776,-0.30673931652696773,1.3427000699925364,-0.7461948511323855,-0.03773387066428724,1.469721168435452,-0.3156297037863319,0.5871287295149616,0.9698410393396097,247.60153161364852
1.1320522884141782,-2.3442978937886774,1.5904522979160232,0.3750621518923401,1.0778433557451819,-1.2198757448415216,-0.8307698816053357,0.14593829414477413,-0.017037889337463016,1.609766620625595,0.5325446387897717,-1.2786986869279338,0.3367711435234978,-0.2852325339050601,-0.37109245978707117,0.005192448525146293,0.6205036790924204,-1.2932979398032494,0.7531786452698174,-1.9904157671348262,-0.07605499036915658,1.9537130914372525,-1.1915850889301403,-2.829594171204322,-0.917354720312727,192.14095039932658
-0.21729499885310952,0.7912410658652969,-1.3743256775535242,-1.1052534823121778,-1.0857452811284627,-0.14853191466461202,0.3152772011655719,-1.0688757443004617,0.9090058737392254,-1.6416956952910493,-1.2043867880472678,-0.05864134714869962,0.8936299230440103,-0.8112854556552307,-1.4062984855561536,0.284728830127558,-0.74848001447936,0.3812974990502208,-1.234294522820816,0.293814698971348,-1.2409037985744356,-1.6192042814943557,-0.473174670512493,0.7093340345443482,-0.07960287958272366,204.04001607602532
